TotalTimeMin,CompletedTasks,RemainingTasks,TaskCompletionRate,ChargeVisits,FinalBatteryPct
470.55666383776986,8,0,1.0,1,25.36166488779012
480.0,7,1,0.875,1,42.140495680829915
478.1384820894602,8,0,1.0,1,24.826852084483292
480.0,7,1,0.875,1,41.9918868911685
470.2278859609393,8,0,1.0,1,25.45407616071946
471.19276128140905,8,0,1.0,1,25.73497701931221
480.0,7,1,0.875,1,44.03167868768939
469.4170932384142,8,0,1.0,1,25.543175807950536
469.344969430233,8,0,1.0,1,27.129660504187726
480.0,7,1,0.875,1,45.22346250044346
480.0,7,1,0.875,1,44.66287742828726
480.0,7,1,0.875,1,48.07097345997039
470.3165752484999,8,0,1.0,1,25.732877277697938
473.3257275558832,8,0,1.0,1,28.972798799064922
480.0,7,1,0.875,1,43.08321539887685
480.0,7,1,0.875,1,44.15951315246375
480.0,7,1,0.875,1,46.08553828443186
480.0,7,1,0.875,1,46.70222347929271
480.0,7,1,0.875,1,42.13684166284118
480.0,7,1,0.875,1,42.420977632472756
478.1766932285209,8,0,1.0,1,25.6302957970534
474.1445826737548,8,0,1.0,1,25.4832718000039
480.0,7,1,0.875,1,42.83280271374677
466.52504100917196,8,0,1.0,1,28.29844070048599
480.0,7,1,0.875,1,40.4861019485075
473.60359100471817,8,0,1.0,1,25.107840585751703
480.0,7,1,0.875,1,43.05852688532455
480.0,7,1,0.875,1,44.477346755710265
480.0,7,1,0.875,1,39.68467250823552
477.5256953583313,8,0,1.0,1,25.860137758309648
475.9331260316177,8,0,1.0,1,26.295110248815295
470.26254843758215,8,0,1.0,1,26.08215664311853
474.40612199696176,8,0,1.0,1,23.029612923198542
480.0,7,1,0.875,1,40.51052037410096
468.2943178509703,8,0,1.0,1,27.867372716163175
466.3474706021158,8,0,1.0,1,26.274504773423097
480.0,7,1,0.875,1,46.373489478318135
480.0,7,1,0.875,1,42.08860304869212
480.0,7,1,0.875,1,43.85774283551454
476.01912749596823,8,0,1.0,1,24.796201614943445
480.0,7,1,0.875,1,40.02576487753251
480.0,7,1,0.875,1,42.129166565071344
480.0,7,1,0.875,1,43.0791052714154
480.0,7,1,0.875,1,45.61676031456222
468.0323577889493,8,0,1.0,1,27.410360555751623
480.0,7,1,0.875,1,41.16715692877048
480.0,7,1,0.875,1,41.05155125546371
460.88835652170525,8,0,1.0,1,29.50310008741427
480.0,7,1,0.875,1,45.598097158916914
480.0,7,1,0.875,1,42.038054932870985
480.0,7,1,0.875,1,42.53771471171164
477.6391941833093,8,0,1.0,1,25.846069402178163
480.0,7,1,0.875,1,41.81943135502557
480.0,7,1,0.875,1,43.055470784704546
476.79614749196855,8,0,1.0,1,25.985770014233633
477.2506172439761,8,0,1.0,1,22.65847835361717
465.6399291442469,8,0,1.0,1,26.3260429664925
480.0,7,1,0.875,1,43.092144839104336
470.28842489042586,8,0,1.0,1,27.382823719265758
477.43495806111764,8,0,1.0,1,25.699347620413633
480.0,7,1,0.875,1,45.216077220848845
475.29836250190476,8,0,1.0,1,26.101832845809113
480.0,7,1,0.875,1,41.40083805273085
479.09707777250765,8,0,1.0,1,27.916959683690912
480.0,7,1,0.875,1,44.48499522797821
480.0,7,1,0.875,1,42.499185187363615
478.58083019347674,8,0,1.0,1,22.296840714269713
480.0,7,1,0.875,1,41.10757385924283
480.0,7,1,0.875,1,40.457070262810674
